"198 kakbadevi road shanti bhaw,18.93963928447857,72.82765936106443",30
"19th,12.9594,77.64926",4
"19th main,12.9594,77.64926",9
"19th main,12.9731203,77.6197547",9
"19th main ha,12.9594,77.64926",12
"19th main hal,12.9594,77.64926",13
"19th main hal 2n,12.9594,77.64926",16
"19th main hal 2nd,12.9594,77.64926",17
"19th main hal 2nd stage,4,12.9594,77.64926",25
"19th main hal 2nd stage,4068 house,12.9594,77.64926",34
"1st,13.0760061,80.2275713",3
"1st,12.981784343719482,77.6080870628357",3
"1st street, ramakrishna puram, mya,13.0760061,80.2275713",34
"2 B Brindavan Ga,13.1191277,80.1512753",16
"2 B Brindavan Garden,13.1191277,80.1512753",20
"2 B Brindavan Garden, Nemillicherr,13.1191277,80.1512753",34
"2 B Brindavan Garden, Nemillicherru,13.1191277,80.1512753",35
"2 B Brindavan Garden, Nemillicherry,,13.1191277,80.1512753",36
"2/1 Thiru,13.0149334,80.2010392",9
"2/50 v,26.4437222,80.2985228",6
"20 eka,12.9357673,80.1483946",6
"20 ekambaram streets  veh,12.9357673,80.1483946",25
"20 ekambaram streets  vehn,12.9357673,80.1483946",26
"20 ekambaram streets  venk,12.9357673,80.1483946",26
"20 ekambaram strret,12.9357673,80.1483946",19
"20/a Banerjee para Lane,Dhakuriya,Kol,22.9744058,88.4630732",37
"200 Feet  Azmer Road Gaj,26.8976131,75.8375334",24
"200 Feet  Azmer Road Gajsinghpu,26.8976131,75.8375334",31
"200, 2nd Cross Rd, Mariappanapalya, Rajajinagar, Bengaluru, Karnataka 560021,12.9920957,77.5534552",76
"20044 Tow,28.62091,77.42611",9
"20044 Tower Sa,28.62091,77.42611",14
"20Vivek Vihar, Mayapuri, Jagatpura, Jaipur, Rajasthan 302017, India,26.8374155,75.8289693",67
"20th Main Rd, New MICO Layout, Industrial Layout,,12.8865423,77.63269629999999",49
"21, Bel Co,13.0322532,77.5565556",10
"21/6 round building,13.0885566,80.1910798",19
"21/6 round building anna nagar west ext,13.0885566,80.1910798",39
"21/6 round building anna nagar west extension,13.0885566,80.1910798",45
"22,,12.8902308,77.6464069",3
"22,3rd,12.8902308,77.6464069",6
"226 g/2,25.4422731,81.8276987",7
"227 GT Road Ghusuri BSNL,22.5289379,88.3193483",24
"238 manicktala main road opposite,22.516775,88.3431628",33
"238 manicktala main road opposite bagmari,22.516775,88.3431628",41
"238 manicktala main road opposite bagmari bazar,22.516775,88.3431628",47
"239 Vasant Enclave,28.589009610818454,77.24841054528952",18
"24/2/25/1 manda??,22.5815224,88.4602176",17
"24/2/25/1 manda?? para,22.5815224,88.4602176",22
"24k v,16.50469,80.62414",5
"26 srir,11.0015638,76.9562984",7
"2634, Sector 43, Gurugram, Haryana 122002,28.4880671,77.0660213",41
"27/6 ,first cross street,sundar nagar,ekkat,13.0175376,80.2058731",43
"28 Reagent Es,22.488155193954718,88.36926466526656",13
"28 Reagent Esta,22.488155193954718,88.36926466526656",15
"28 Reagent Estate,22.488155193954718,88.36926466526656",17
"28 Reagent Estate Kolka,22.488155193954718,88.36926466526656",23
"28, Sector 1, Thaltej, Ahmedabad, Gujarat 380058, India,23.0624944,72.4605218",55
"285 sectir,30.6943535,76.8677646",10
"2Marvel Citrine,18.4453032,73.8211711",15
"3 number bridge christ,22.4167179,88.3652426",22
"3-10- Vivekananda Colony, Bahadurguda, Hyderabad, Telangana 500074, India,17.3434145,78.5515538",73
"3-308/4,adha,17.368435257147432,78.52724310849035",12
"3-4-186, Be,17.4368895,78.4899868",11
"3-4-186, Behind Maha,17.4368895,78.4899868",20
"3-4-186, Behind Mahankaali,17.4368895,78.4899868",26
"3-4-186, Behind Mahankaali temple,17.4368895,78.4899868",33
"3/23 ann,13.0912993,80.2756046",8
"30/4 ram dhone ghosh,22.6264126,88.3555891",20
"304 Shaikh Memon Str,18.95702555769709,72.83655067121981",20
"304 Shaikh Memon Street Zav,18.95702555769709,72.83655067121981",27
"304 Shaikh Memon Street Zaveri,18.95702555769709,72.83655067121981",30
"304 Shaikh Memon Street Zaveri Ba,18.95702555769709,72.83655067121981",33
"304 Shaikh Memon Street Zaveri Bazar,18.95702555769709,72.83655067121981",36
"304zav,18.95702555769709,72.83655067121981",6
"31, 5th Main Road, Mall,12.967193603515625,77.68605341224497",23
"328, Gali Number 19, New Delhi 110084, DL,28.73217757262007,77.20749217218615",41
"331, Rayappan Street, Ellaithottam Road, Peelamedu, Coimbatore, Tamil Nadu 641004,11.0265781,77.0062716",81
"341 shalimar par,28.694515,77.3163665",16
"355, Pa,13.06885899684926,77.7812711339743",7
"355, Padmeshwar,13.06885899684926,77.7812711339743",15
"37/1-1, Aga Abbas Ali Rd, Halasuru, Yellappa Chetty Layout, Sivanchetti Gardens, Bengaluru, Karnataka 560042,12.9092901,77.7016985",108
"37th,12.908411,77.6460955",4
"3rd,12.9484524,80.2380061",3
"3rd,28.2352391,78.1764423",3
"3rd Avenue pallava garden,12.9618797,80.187567",25
"3rd croas,12.9484524,80.2380061",9
"3rd street,13.0682111,80.1721233",10
"4, Sector 1, Thaltej, Ahmedabad, Gujarat 380058, India,23.0624944,72.4605218",54
"4-34-142 mo,17.32697,78.51373",11
"4-34-142 moh,17.32697,78.51373",12
"4-34-142 moha,17.32697,78.51373",13
"4-34-142 mohammedia,17.32697,78.51373",19
"4-34-142 mohammedia masjed s,17.32697,78.51373",28
"4/35 p,26.4575664,80.3523726",6
"4/761,,13.0921103,80.11258699999999",6
"41c, 2nd floor, sbp Homes Extension 2, sector 126,30.7429583,76.6655843",49
"422 ellai,11.02943,77.00524",9
"422, 4th Cross Ellai Thottam Road, raPeelamedu Coimbatore Tamil Nadu India,11.029903,77.0049749",74
"422, 4th Cross Ellai Thottam Road, ramasamy Peelamedu Coimbatore Tamil Nadu India,11.029903,77.0049749",81
"426 electr,19.1718687,73.0017602",10
"46 royal,11.0258482,76.9736405",8
"47 d block sr,28.580011,77.36306499999999",13
"48, Sector 1, Thaltej, Ahmedabad, Gujarat 380058, India,23.0624944,72.4605218",55
"482 2nd Floor Signature,13.027267456054625,77.62556457519565",23
"482 2nd Floor Signature Squ,13.027267456054625,77.62556457519565",27
"482 2nd Floor Signature Squre Chi,13.027267456054625,77.62556457519565",33
"4b Ali,22.55643,88.38158",6
"4th,13.0247,77.58865",3
"4th Av,13.0267001,80.157553",6
"4th Avenue,13.0267001,80.157553",10
"4th Avenue Ramakrishna Nagar,13.0267001,80.157553",28
"4th Avenue Ramakrishna Nagar Poru,13.0267001,80.157553",33
"4th Avenue Ramakrishna anagar,13.0267001,80.157553",29
"4th C,13.01199751916218,77.66610757680814",5
"4th block shopp,12.9080798,77.5913778",15
"4th c c,13.04034,77.57634",7
"4th c cr,13.04034,77.57634",8
"4th cro,13.198857,77.708842",7
"4th cross m,13.198857,77.708842",11
"4th cross magadi r,13.198857,77.708842",18
"4th cross magadi road,13.198857,77.708842",21
"4th main road,12.9774365,77.6662542",13
"4th main road gm pally gee,12.9774365,77.6662542",26
"4th.cross,13.0247,77.58865",9
"4th.cross 5thain,13.0247,77.58865",16
"5 ,Archit regency .opp Gangapur Road ,Savarkar nagr, Sharda Nagar, Veer Sawarkar Nagar, Narashtra 422013, India,20.015008,73.7539058",111
"5 ,Archit regency .opp Gangapur Road ,Savarkar nagr, Sharda Nagar, Veer Sawarkar Nagar, Nashik, Mahrashtra 422013, India,20.015008,73.7539058",120
"5 /11D G,22.50495108894206,88.31912287057557",8
"5 /11D Gup,22.50495108894206,88.31912287057557",10
"5 /11D Gupta,22.50495108894206,88.31912287057557",12
"5 /11D Gupta Lane,22.50495108894206,88.31912287057557",17
"5 /11D Gupta Lane Kol,22.50495108894206,88.31912287057557",21
"5 /11D Gupta Lane Kol 50,22.50495108894206,88.31912287057557",24
"5, 2nd Cross Rd, Maruthi Layout, Kasavanahalli Village, Marathahalli, Bengaluru, Karnataka 560037,12.9368511,77.7512098",97
"5, 3 street, sterling manor,13.0562,80.24105",27
"5-239 Sr naik Nager a,17.5214935,78.443735",21
"5-239 Sr naik Nager apu,17.5214935,78.443735",23
"5-239 Sr naik Nager apur,17.5214935,78.443735",24
"5-239 Sr naik Nager apuru,17.5214935,78.443735",25
"5-239 Sr naik Nager apurupa colony,17.5214935,78.443735",34
"5-38, Chittaranjan Colony 4, Baghajatin Colony, Kolkata, West Bengal 742306,22.642532,88.4387665",75
"5/34 2nd st,13.140140847788366,80.25548100471497",11
"5/34 2nd st 3rd,13.140140847788366,80.25548100471497",15
"5/34 2nd st 3rd mainroad kkd,13.140140847788366,80.25548100471497",28
"5/34 2nd st 3rd mainroad kkdna,13.140140847788366,80.25548100471497",30
"50 ft road nihal vihar vijender Singh office,28.6463103,77.0510949",44
"50, Vivekananda Road, Girish Park, Hedua, Kolkata, West Bengal 700006, India,22.5881529,88.3640425",76
"533, Block WZ, Near chotu ram public school, New Delhi, Delhi 110075, India,28.5875342,77.0785865",75
"54 parthasarathu puram t Nagar,13.0407526,80.2042449",30
"564M+V5X, Shirgaon, Badlapur, Maharashtra 421503, India,19.1573281,73.232981",55
"573 1st stage 4,13.0185503,77.6346276",15
"573 1st stage 4th block hbr layout near daffodils stu,13.0185503,77.6346276",53
"573 1st stage 4th block hbr layout near daffodils suit,13.0185503,77.6346276",54
"59/2 karaneeswa,13.03818,80.27432",15
"5A dharmatalla,22.5235272,88.3418785",14
"5th avnue,13.0353,80.21379",9
"5th duo heights layout de,12.8641112,77.654649",25
"6 Panchvati Colony, Indore, Madhya Pradesh 453771, India,22.7954106,75.9049078",56
"6 hargobind enclave, karkardoo,31.587355,76.1826921",30
"6,7 Himchhaya Bldg, Meghwadi, Shri Sai Baba Rd, Mumbai 400012, Maharashtra, India,19.16948946682669,73.22032931681349",81
"60 Feet Road Aarch,28.54329670304206,77.21452958963796",18
"60 Feet Road Aarchrya Tu,28.54329670304206,77.21452958963796",24
"64 Panchvati Colony, Indore, Madhya Pradesh 453771, India,22.7954106,75.9049078",57
"64/22 partap nagar,26.8053593,75.8030189",18
"64/22 partap nagar 6,26.8053593,75.8030189",20
"64/22 partap nagar no.6,26.8053593,75.8030189",23
"642 Sector 31, Chandigarh, 160030, India,30.7064266,76.7825559",40
"666 Panchvati Colony, Indore, Madhya Pradesh 453771, India,22.7954106,75.9049078",58
"669, urban estate, ph,31.2890932,75.5923913",21
"66s,30.614475110476373,76.79194640999997",3
"66sec,30.614475110476373,76.79194640999997",5
"679 sector 17,28.4912724,77.0993321",13
"69/3A moti nagar,28.7105424,77.09866029999999",16
"69/3A moti nagar indestrial,28.7105424,77.09866029999999",27
"6ballygunge Place. , Ballygun,22.569326539227873,88.35817205196365",29
"6ballygunge Place. , Ballygung,22.569326539227873,88.35817205196365",30
"6th,13.02338,77.5788",3
"6th Blo,13.02338,77.5788",7
"6th street,12.98508,80.19776",10
"7/11, Gur,13.0261068,80.2720311",9
"7/2 apwd road,22.4931214,88.3827211",13
"7/22/1, Makhan Ln, Daryaganj, New Delhi, Delhi 110002, India,28.6474037,77.2450292",60
"74 G.T. road babufa,22.5114578,88.3475371",19
"77, Saraswati Nagar,,19.7843855,79.37463",20
"78A, Pratap Nagar, Jaipur House Colony, tv 282010, India,27.1878205,77.9822102",56
"79, Charminar Masjid Road, New Market Road, Near-Charminar Masjid, Shivaji Nagar, Bengaluru, Karnataka 560051,12.91725,77.64377",109
"7th,13.07509,77.5564",3
"8-3-228/1473,17.3970649,78.46087539999999",12
"8-415/11 saptagir Allwyn Colony Road Indra Reddy Allwyn Colony Miyapur Hyderabad Telangana India,17.5168356,78.3253776",96
"8-415/11 saptagiri colonAllwyn Colony Road Indra Reddy Allwyn Colony Miyapur Hyderabad Telangana India,17.5168356,78.3253776",102
"8-415/11 saptagiri colony Allwyn Colony Road Indra Reddy Allwyn Colony Miyapur Hyderabad Telangana India,17.5168356,78.3253776",104
"88, Vaishnavi, 10th cross, D Javaregowda road, 4th Main, Basappa Layout, Hanumantha Nagar, Bengaluru 560019,12.945905,77.563355",107
"88, Vaishnavi, 10th cross, D Javaregowda road, 4th Main, Basappa Layout, Hanumantha Nagar, Bengaluru, India,12.945905,77.563355",107
"88, Vaishnavi, 10th cross, D Javaregowda road, 4th Main, Basappa Layout, Hanumantha Nagar, Bengaluru, Karnataka 56001, India,12.945905,77.563355",124
"88, Vaishnavi, 10th cross, De javaregowda road, 4th Basappa Layout, Hanumantha Nagar, Bengaluru, Karnataka 560019, India,12.945905,77.563355",120
"88C8+34G, IIT Kharagpur, Kharagpur, West Bengal 721302, India,22.3202274,87.3152178",61
"891, 19th Ma,12.92749,77.5184",12
"8th,13.0639639,77.6016032",3
"8th main,13.0639639,77.6016032",8
"8th main a,13.0639639,77.6016032",10
"8th main aitel office,13.0639639,77.6016032",21
"8th main aitel office basa,13.0639639,77.6016032",26
"9,bashyam naga,2nd street,12.97218,80.18789",25
"9/2706, , Street Number 17 Kailash Nagar Gandhi Nagar Seelampur Shahdara New Delhi Delhi 110031 India,28.6648771,77.2584583",101
"912, 3rd B cross,13.016943,77.63239829999999",16
"912, 3rd B cross,,13.016943,77.63239829999999",17
"93 Avenue Mall, 4th Floor, Kalubai Chowk, Wanowrie, Pune, Maharashtra 41,18.500650628053936,73.9241262897849",72
"98 khudda,30.774794,76.8108985",9
"98 khudda a,30.774794,76.8108985",11
"9c98+6??6,,17.4384863,78.496418",10
"A - Govindpur subji mandi,25.4512455,81.8302872",25
"A -9 N,23.18124744553667,77.42387677134985",6
"A Thiinn,13.12211631661949,80.0757301401101",8
"A-49 shivaji,28.6575144,77.1144876",12
"A-49 shivaji vihsar janta colo,28.6575144,77.1144876",30
"A/ 168 riddhi Siddhi society behind pavandham society,samta subha,22.32608586436015,73.14646587070771",65
"A/ 168 riddhi Siddhi society behind pavandham society,samta subhan,22.32608586436015,73.14646587070771",66
"A/ 168 riddhi Siddhi society behind pavandham society,samta subhanpura,22.32608586436015,73.14646587070771",70
"AAAh,13.0096147,80.2111226",4
"AC ROOMS, KK GARDENS, Rajiv Shetti Nagar, Hyderabad, Tekklangana 500079, India,17.3373273,78.5417744",78
"Aana nagar e block 1,13.0616082,80.2515048",20
"Aana nagar e block dor no 60 E 6,13.0616082,80.2515048",32
"Aandvi,28.51877,77.17267",6
"Aandvihar,28.51877,77.17267",9
"Aat,17.5315283,78.3083233",3
"Aatee,17.5315283,78.3083233",5
"Adara banquet,Thane clu,19.2519971,73.1312002",23
"Adara banquet,Thane club,near tinhath,19.2516422,73.128281",37
"Adara banquet,Thane club,near tinhathnaka,19.2516422,73.128281",41
"Adhishakth,13.063401874370836,77.55907389719394",10
"Adhishakthi Motor,13.063401874370836,77.55907389719394",17
"Adhishakthi Motors,13.063401874370836,77.55907389719394",18
"Aditya Home qhudbullahapur,17.507742,78.4692932",26
"Aditya Mega City Vab,28.66510699305572,77.08970876209891",20
"Aditya Mega City Vabha,28.66510699305572,77.08970876209891",22
"Aditya Mega City Vabhav Khan,28.66510699305572,77.08970876209891",28
"Aditya qorl,28.6465122,77.4672491",11
"Af-116/1, rabindrapally,near kestopur,22.5985374,88.42937739999999",37
"Ahmedabad,22.1445714,72.2334558",9
"Air,22.783520221710205,75.88778257369995",3
"Alva,13.10363774289676,80.20325027113972",4
"Ambar,19.1811424,73.224841",5
"Ambedkarcolony bijwa,28.5287663,77.2128671",20
"Ambedkarcolony bijwasan,28.5287663,77.2128671",23
"Ammavaari Temple, Neeladri Nagar Injapur Telangana India main,17.3251399,78.5912122",61
"Amruthalli,13.0666877,77.6029059",10
"Amruthalli ho,13.0666877,77.6029059",13
"Amruthalli hoy,13.0666877,77.6029059",14
"Anand Garden A,22.321333135805638,73.13736096024513",14
"Anand Garden S,22.321333135805638,73.13736096024513",14
"Anand Garden So,22.321333135805638,73.13736096024513",15
"Anand Vihar Bus Terminal, Isbt Anand Vihar Anand Vihar Delhi India,28.5429178,77.3871128",66
"Anand v,28.678877788116345,77.25508723407984",7
"Andra bank krishna la,16.50127,80.63019",21
"Andra bank krishna lana,16.50127,80.63019",23
"Anj,12.852828964858515,77.6202700516353",3
"Anna Nagar 12th Main roadv,13.0927037,80.2875233",26
"Anna Nagar 12th ms,13.0927037,80.2875233",18
"Anuga,12.9861852,77.6960393",5
"Anugarha,12.9861852,77.6960393",8
"Applo pi,28.5246955,77.3853754",8
"Applo pip,28.5246955,77.3853754",9
"Arb Accessories Pvt Ltd, B-122, B Block, Sector 63, Noida, Uttar Pradesh 201301,28.5957,77.316655",79
"Arpan Antilia, 6JM9+F95, Vavol - Kolavada Rd, opp. siddharth Inn hotel, Vavol, Gandhinagar, Gujarat 382016, India,23.2336791,72.6185513",113
"Ary, Surajpur, Greater Noida, Uttar Pradesh 201306, India,28.5140394,77.4786221",57
"Arya Sadana, 507, 1st A Main Rd, Vasanthappa Layout, Syndicate Bank Layout, Syndicate Bank Employees Housing Society Layout, Bengaluru, Karnataka 560091Herohalli, Sunkadakatte Bengaluru Karnataka India,12.941659021786872,77.55730617725696",201
"Asha nilaya orphanage, 20th G Cross Road Gowda Muniswamy Garden Ejipura Bengaluru Karnataka India,12.9736239,77.6168892",97
"Asok Nagar,13.03229570388794,80.17996072769165",10
"Associated brothers club kelly,13.0580706,80.2456198",30
"Attapur Pillar 213 G,17.414699082141333,78.4981532040019",20
"Attapur Pillar 213 Grace S,17.414699082141333,78.4981532040019",26
"Audi Service Bengaluru, Hosur Road near Elevated Expressway Toll Gate BTM Phase 1 Electronic City Phase II Electronic City Bengaluru Karnataka India,12.7797318,77.6475796",148
"Aur For,18.552270780794025,73.95317209645115",7
"Aur Force Gate,18.552270780794025,73.95317209645115",14
"Aur Force Gate Viman,18.552270780794025,73.95317209645115",20
"Aur Force Gate Viman Nag,18.552270780794025,73.95317209645115",24
"Aur Force Gate Viman Naga,18.552270780794025,73.95317209645115",25
"Auu,26.84936792293553,75.80066591482746",3
"Auur,26.84936792293553,75.80066591482746",4
"Avenue Mall, pune - Pandharpur Road Fatima Nagar Wanowrie Pune Maharashtra India,18.5418962,73.8880336",80
"Axis Ba,28.53128,77.35719",7
"Axis Bank Maha,12.99561,77.7292",14
"Ayub naka,22.5462398,88.3722561",9
"Azu,28.453575222370294,77.0971847607727",3
"B 1104 Laxman Tower above D,19.2575283,72.8506966",27
"B 1104 Laxman Tower above D',19.2575283,72.8506966",28
"B 1104 Laxman Tower above D'mart,19.2575283,72.8506966",32
"B-10 Sector-j Aliganj Lucknow Chandan,26.899155934818555,80.9473041817546",37
"B-3/378, 2nd Floor, Paschim Vihar, New Delhi - 110063,28.5287214,77.2186945",53
"B/606 , basera aprt, aqsa masjid road, Jogeshwari-west,19.0731477,72.8426518",54
"B/606 , basera aprt, aqsa masjid road, Jogeshwari-west, Mumbai 400102,19.0731477,72.8426518",69
"BDA Layout BTM 4th Stage, Bengaluru Karnataka India,12.8843075,77.6151835",51
"BRIJ ABHILASHA APARTMENT, naubasta Kidwai Nagar Bypass Road Kidwai Nagar Kanpur Uttar Pradesh India,26.409013,80.3453024",99
"Bach,13.10735,77.57869",4
"Bag,28.4548715,77.0953498",3
"Baghpur, U,26.5031574,80.25261309999999",10
"Bai,23.002137464673062,72.45561752037766",3
"Band,23.365478008144567,85.32566510730742",4
"Bandagh,23.365478008144567,85.32566510730742",7
"Banerjee para lane ,Fh,22.9727282,88.4664142",22
"Bangalor,13.02401,77.71516",8
"Bangalore,13.02401,77.71516",9
"Bangalore B,13.02401,77.71516",11
"Bangla bazaar,26.781176653579568,80.9259957075119",13
"Beema hospital pol,23.179133,79.9470753",18
"Bhar,22.7133875,75.8425649",4
"Bharthiy,10.8086855,78.6708419",8
"Bharthiyar,10.8086855,78.6708419",10
"Bharthiyar S,10.8086855,78.6708419",12
"Bhimabhoi School for the Deaf and Blind, Road Number 1 UNIT- 3 Bhubaneswar Odisha India,20.279964,85.8379057",87
"Bhiwandi s,19.6185082,73.4172582",10
"Bhopal,23.2610731,77.4297218",6
"Big bazar kap,19.217383573767343,72.9790683181541",13
"Bika,18.5635496,73.9233066",4
"Bilaspur,25.4108934,81.6815743",8
"Bilman,12.8968833,77.5839613",6
"Bin,28.4222399521553,77.5216110910843",3
"Block B, 197, Prem Nagar Rd, Block B, Baljit Nagar, Patel Nagar, New Delhi, Delhi 110008, India,28.6548812,77.1628923",95
"Block C7, Galleria, DLF Phase 4, PW,28.512849835803628,77.02605843993356",35
"Block-T, Anna Nagar W Ext Rd, J J Nagar, Mogappair East, Chennai, Tamil Nadu 600050, India,13.0864676,80.1873154",90
"Blue hills PatrapadaPickup location,20.2256136,85.7746831",35
"Boduppal  n t r sta,17.4239375,78.5029275",19
"Bptp Diacovery,28.3757671,77.3493119",14
"Brookfield,12.9277048,77.6088446",10
"Brund,12.342351514350357,76.6517814384328",5
"Brundavana,12.342351514350357,76.6517814384328",10
"Budvel,17.403708759062773,78.40796284618673",6
"Byappanahalli Metro Depot, Old Madras Road Binna Mangala New Tippasandra Bengaluru Karnataka India,12.8881834,77.4503447",98
"C/2703, Block C,,28.58559,77.37536",16
"C49 Humayu,28.5616,77.20075",10
"C49 Humayun,28.5616,77.20075",11
"C49 Humayunpur,28.5616,77.20075",14
"CIA,9.968914,76.2908193",3
"CRPF police line Ambeerpet,17.437630891354903,78.4887732937932",26
"Cafe latte,13.00471095681525,80.19551116973162",10
"Calc,22.5979872,88.4017557",4
"Calcutta kali bari temple west,12.97016,80.12683",30
"Calcutta kali bari temple west mamba,12.97016,80.12683",36
"Calcutta kali bari temple west mamball,12.97016,80.12683",38
"Calvary temple miyapur,17.5104205,78.3822233",22
"Candan Hospita,30.705630762671998,76.72748532146215",14
"Candan Hospital House,30.705630762671998,76.72748532146215",21
"Candan Hospital House No,30.705630762671998,76.72748532146215",24
"Candan Hospital House No 86,30.705630762671998,76.72748532146215",27
"Carmeleram P,12.910192100679938,77.68541593572982",12
"Carter,19.179868942446173,72.81659205306569",6
"Carter Ro,19.179868942446173,72.81659205306569",9
"Central Ridge Res 99erve Forest, New Delhi, Delhi, India,28.6660271,77.2639267",56
